id,date,price,bedrooms,bathrooms,sqft,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,v19,sqft_living15,sqft_lot15,cond1,cond2,cond4,cond5,logprice,logsqft,logsqft_lot
2200,"20140725T000000",347000,4,2.5,2770,9751,2,0,0,3,8,2770,0,1989,0,98042,47.3739,-122.126,2370,6950,0,0,0,0,12.75708,7.926602,9.185125
2201,"20140904T000000",1680000,4,3.75,4490,34982,2,0,0,3,12,4490,0,1998,0,98005,47.6406,-122.156,4470,37525,0,0,0,0,14.3343,8.409608,10.46259
2202,"20140903T000000",585000,4,2.5,3110,6479,2,0,0,3,9,3110,0,2005,0,98065,47.5408,-121.861,3110,7075,0,0,0,0,13.27937,8.042378,8.776321
2203,"20140912T000000",340000,4,2.5,2360,7475,2,0,0,3,8,2360,0,1992,0,98031,47.4052,-122.17,2280,7570,0,0,0,0,12.7367,7.766417,8.919319
2204,"20150415T000000",612000,3,2.5,2180,5496,2,0,0,3,8,2180,0,1994,0,98029,47.5723,-122.007,2120,5496,0,0,0,0,13.32449,7.68708,8.611775
2205,"20140628T000000",230000,2,1.75,1910,3376,2,0,0,3,8,1910,0,1980,0,98038,47.3733,-122.057,1470,3623,0,0,0,0,12.34583,7.554859,8.124447
2206,"20140509T000000",604000,4,2.5,2260,7753,2,0,0,3,9,2260,0,1989,0,98029,47.5752,-121.995,2690,8924,0,0,0,0,13.31133,7.72312,8.955835
2207,"20140703T000000",250000,3,1.75,1770,8868,1,0,0,4,7,1770,0,1959,0,98002,47.3188,-122.212,1630,9706,0,0,1,0,12.42922,7.478735,9.090204
2208,"20150309T000000",258500,3,2,1460,7930,1,0,0,3,7,1460,0,1989,0,98038,47.359,-122.049,1630,7930,0,0,0,0,12.46265,7.286192,8.978408
2209,"20150324T000000",783000,4,2.75,2080,5000,1,0,0,5,8,1470,610,1940,0,98199,47.6422,-122.403,1970,5000,0,0,0,1,13.57089,7.640123,8.517193
2210,"20141030T000000",1050000,5,2.25,2960,7680,1,0,2,5,8,1550,1410,1958,0,98199,47.6456,-122.389,2860,7680,0,0,0,1,13.8643,7.992945,8.946375
2211,"20150318T000000",760000,4,2.5,3220,4031,2,0,0,3,9,3220,0,2002,0,98033,47.688,-122.163,3150,5083,0,0,0,0,13.54107,8.077137,8.30177
2212,"20140526T000000",276000,3,1,1140,5000,1,0,0,3,7,1140,0,1960,0,98106,47.5535,-122.362,1140,5000,0,0,0,0,12.52816,7.038784,8.517193
2213,"20150323T000000",550000,4,2,1660,12377,1,0,0,3,8,1660,0,1966,0,98008,47.6231,-122.102,1820,8968,0,0,0,0,13.21767,7.414573,9.423595
2214,"20150428T000000",398000,4,1,1430,6240,1.5,0,0,5,7,1430,0,1953,0,98125,47.7272,-122.311,1410,6240,0,0,0,1,12.89421,7.265429,8.738735
2215,"20150313T000000",775000,3,3,1820,4300,1.5,0,0,4,8,1620,200,1914,1983,98107,47.6711,-122.364,1440,4300,0,0,1,0,13.56062,7.506592,8.36637
2216,"20150409T000000",1030000,4,3,3540,10202,2,0,0,3,8,2720,820,1988,0,98006,47.5471,-122.155,2780,10714,0,0,0,0,13.84507,8.171882,9.230339
2217,"20141023T000000",327000,4,1,1620,6000,1.5,0,0,5,7,1620,0,1905,0,98055,47.4763,-122.206,1310,6000,0,0,0,1,12.69772,7.390182,8.699514
2218,"20150421T000000",564500,4,2.75,3100,14568,2,0,0,3,8,3100,0,1995,0,98019,47.7302,-121.974,2860,14396,0,0,0,0,13.2437,8.039157,9.586582
2219,"20141017T000000",782000,4,1.75,1500,6820,1.5,0,0,5,7,1500,0,1905,0,98117,47.6794,-122.37,1360,4125,0,0,0,1,13.56961,7.313221,8.827615
2220,"20150128T000000",398000,4,2.5,2820,5510,2,0,0,3,9,2820,0,2005,0,98038,47.3477,-122.024,2820,5510,0,0,0,0,12.89421,7.944492,8.61432
2221,"20150130T000000",257000,3,1.75,1850,10920,1.5,0,0,3,6,1850,0,1915,0,98034,47.7244,-122.222,1510,7871,0,0,0,0,12.45683,7.522941,9.298351
2222,"20140625T000000",235000,4,2,1570,9415,2,0,0,4,7,1570,0,1984,0,98092,47.3168,-122.174,1550,8978,0,0,1,0,12.36734,7.358831,9.15006
2223,"20140627T000000",453000,4,2.75,2300,37533,1,0,3,5,8,1550,750,1979,0,98070,47.3714,-122.431,2130,10092,0,0,0,1,13.02365,7.740664,10.53298
2224,"20150316T000000",535000,2,1,920,9000,1,0,0,1,6,920,0,1954,0,98033,47.6831,-122.189,1760,8400,1,0,0,0,13.19002,6.824374,9.10498
2225,"20140507T000000",275000,3,2.5,1600,7000,2,0,0,4,8,1600,0,1993,0,98038,47.3534,-122.057,1700,7000,0,0,1,0,12.52453,7.377759,8.853665
2226,"20140915T000000",665000,3,2.5,2630,10047,2,0,0,3,9,2630,0,1996,0,98027,47.5515,-122.083,2640,10620,0,0,0,0,13.40754,7.874739,9.21503
2227,"20140806T000000",670000,4,2.75,3020,13530,1,0,0,4,8,1540,1480,1977,0,98052,47.6299,-122.099,2230,11896,0,0,1,0,13.41503,8.013012,9.512665
2228,"20150427T000000",465000,3,1.75,1490,10757,1,0,0,3,7,1060,430,1966,0,98034,47.72,-122.229,1490,10609,0,0,0,0,13.04979,7.306531,9.283312
2229,"20141023T000000",210000,3,1.5,1160,5200,1,0,0,5,7,1160,0,1970,0,98042,47.364,-122.094,1170,5200,0,0,0,1,12.25486,7.056175,8.556414
2230,"20141204T000000",265000,4,2.5,2040,4443,2,0,0,3,8,2040,0,2001,0,98092,47.3182,-122.189,2040,4637,0,0,0,0,12.48748,7.620705,8.399085
2231,"20150413T000000",426000,2,2.5,1550,2657,2,0,0,4,8,1550,0,1987,0,98033,47.7034,-122.188,1570,2442,0,0,1,0,12.96219,7.34601,7.884953
2232,"20141029T000000",529219,4,2.25,1990,7610,1,0,0,4,8,1290,700,1966,0,98008,47.6236,-122.103,1820,8198,0,0,1,0,13.17916,7.59589,8.937219
2233,"20140708T000000",600000,3,2.25,1900,46609,1.5,0,0,4,7,1440,460,1969,0,98072,47.7529,-122.116,2460,43560,0,0,1,0,13.30468,7.549609,10.74955
2234,"20140701T000000",875000,5,3.5,3840,8279,2,0,0,3,9,3840,0,2001,0,98074,47.6039,-122.059,3570,8279,0,0,0,0,13.68198,8.253227,9.021478
2235,"20150106T000000",608000,4,3,2400,7680,1,0,0,3,7,1200,1200,1956,0,98199,47.6466,-122.389,2670,6342,0,0,0,0,13.31793,7.783224,8.946375
2236,"20141112T000000",220000,3,1,1660,21514,1,0,0,4,7,1660,0,1973,0,98022,47.2159,-121.964,1660,21600,0,0,1,0,12.30138,7.414573,9.97646
2237,"20140811T000000",1760000,4,5,6055,21630,1,0,3,4,12,3555,2500,1996,0,98006,47.5524,-122.112,4890,19223,0,0,1,0,14.38082,8.70864,9.981836
2238,"20140818T000000",295450,3,2,2030,17120,1,0,2,4,8,1890,140,1966,0,98092,47.2953,-122.185,1870,13662,0,0,1,0,12.59626,7.615791,9.748003
2239,"20141111T000000",315000,2,1,840,5087,1,0,0,3,7,840,0,1925,0,98118,47.5557,-122.278,1590,5087,0,0,0,0,12.66033,6.733402,8.534444
2240,"20150213T000000",205000,4,2,1450,8175,1,0,0,4,7,1450,0,1967,0,98031,47.3933,-122.195,1570,9024,0,0,1,0,12.23077,7.279319,9.008836
2241,"20140709T000000",310000,3,1.5,1460,9908,1,0,0,3,7,1460,0,1952,0,98148,47.4275,-122.331,1420,9582,0,0,0,0,12.64433,7.286192,9.201097
2242,"20150503T000000",1000000,5,1,2010,5210,1.5,0,0,3,9,1890,120,1927,0,98119,47.6501,-122.37,2330,5000,0,0,0,0,13.81551,7.60589,8.558335
2243,"20140602T000000",525000,4,2.5,2910,7631,2,0,2,3,9,2910,0,2006,0,98038,47.3552,-122.001,3190,5552,0,0,0,0,13.17115,7.975908,8.939974
2244,"20140709T000000",284000,4,1.75,1880,8800,1,0,0,3,7,1130,750,1960,0,98168,47.5137,-122.333,1340,8733,0,0,0,0,12.55673,7.539027,9.082507
2245,"20140514T000000",510000,3,1.75,2170,26460,1,0,0,3,8,1450,720,1986,0,98074,47.6147,-122.045,2090,29075,0,0,0,0,13.14217,7.682482,10.18339
2246,"20140619T000000",405000,2,1,1260,4377,1,0,0,4,7,1260,0,1947,0,98103,47.6988,-122.354,1420,6376,0,0,1,0,12.91164,7.138867,8.384119
2247,"20140916T000000",509950,3,2.5,1970,9153,2,0,0,3,8,1970,0,2007,0,98028,47.7698,-122.268,1800,9800,0,0,0,0,13.14207,7.585789,9.121837
2248,"20141027T000000",600000,4,2.25,2090,45738,2,0,0,3,8,2090,0,1987,0,98053,47.6876,-122.049,3420,45738,0,0,0,0,13.30468,7.644919,10.73068
2249,"20150423T000000",990000,4,3.75,3450,4940,2,0,0,3,10,2570,880,2006,0,98103,47.692,-122.338,1880,5387,0,0,0,0,13.80546,8.14613,8.50512
2250,"20150414T000000",280005,3,1.5,1130,7200,1,0,0,3,7,1130,0,1954,0,98178,47.5041,-122.253,1130,7200,0,0,0,0,12.54256,7.029973,8.881836
2251,"20140903T000000",700000,3,1.75,2600,7668,1,0,0,4,8,1300,1300,1968,0,98010,47.3402,-122.046,1980,13664,0,0,1,0,13.45884,7.863267,8.944811
2252,"20140804T000000",330000,3,1,1030,7620,1,0,0,3,7,1030,0,1953,0,98126,47.5281,-122.375,1030,7560,0,0,0,0,12.70685,6.937314,8.938532
2253,"20150223T000000",340000,2,1,1700,6718,1,0,2,3,7,1230,470,1956,0,98198,47.4131,-122.331,2040,7500,0,0,0,0,12.7367,7.438384,8.812546
2254,"20140818T000000",468000,2,2.5,1480,2167,2,0,0,3,8,1390,90,2007,0,98052,47.6658,-122.132,2130,2556,0,0,0,0,13.05622,7.299798,7.681099
2255,"20140609T000000",1340000,4,2.5,4250,19387,2,0,2,4,9,3260,990,1972,0,98040,47.5578,-122.212,3690,17024,0,0,1,0,14.10818,8.354674,9.872358
2256,"20140919T000000",515000,3,1.75,1600,20873,1,0,0,3,8,1600,0,1955,0,98006,47.5632,-122.182,2640,18364,0,0,0,0,13.15192,7.377759,9.946212
2257,"20141112T000000",245000,4,2,1870,8750,1,0,2,3,7,1870,0,1977,0,98022,47.1985,-122.001,1770,8207,0,0,0,0,12.40901,7.533694,9.076809
2258,"20140527T000000",265000,3,2.5,1440,7741,1,0,0,4,7,1000,440,1983,0,98031,47.4042,-122.194,1680,7316,0,0,1,0,12.48748,7.272398,8.954287
2259,"20150317T000000",372400,3,2.5,2720,11937,2,0,0,3,9,2720,0,1990,0,98031,47.4185,-122.212,2590,9683,0,0,0,0,12.82772,7.908387,9.387398
2260,"20150504T000000",390000,3,1.5,1240,8410,1,0,0,5,6,1240,0,1948,0,98155,47.753,-122.328,1630,8410,0,0,0,1,12.8739,7.122867,9.037177
2261,"20150203T000000",208000,3,1,1020,6120,1,0,0,4,7,1020,0,1967,0,98002,47.278,-122.205,1370,8000,0,0,1,0,12.24529,6.927558,8.719317
2262,"20141003T000000",273000,2,.5,1180,7750,1,0,0,4,6,590,590,1945,0,98155,47.769,-122.316,1380,8976,0,0,1,0,12.51723,7.07327,8.955448
2263,"20141009T000000",455000,5,3.5,3080,7759,2,0,0,3,8,2310,770,2003,0,98019,47.7454,-121.977,2980,8223,0,0,0,0,13.02805,8.032685,8.956609
2264,"20150330T000000",270000,4,2.5,1750,6397,2,0,0,3,7,1750,0,1988,0,98023,47.3082,-122.358,1940,6502,0,0,0,0,12.50618,7.467371,8.763584
2265,"20140730T000000",618000,4,2.25,2530,8736,1,0,0,4,7,1210,1320,1958,0,98008,47.6049,-122.126,1720,8500,0,0,1,0,13.33424,7.835975,9.075208
2266,"20141021T000000",213550,3,2.5,1580,8541,2,0,0,3,7,1580,0,1990,0,98001,47.3334,-122.289,1640,7542,0,0,0,0,12.27163,7.36518,9.052633
2267,"20140729T000000",210000,5,1.75,2340,9148,2,0,0,3,7,2340,0,1957,0,98198,47.4232,-122.324,1390,10019,0,0,0,0,12.25486,7.757906,9.12129
2268,"20150112T000000",2750000,5,4,6300,16065,2,0,1,3,12,4360,1940,2004,0,98004,47.5922,-122.207,3260,17287,0,0,0,0,14.82711,8.748305,9.684399
2269,"20141215T000000",403500,4,2.75,2400,3844,1,0,0,5,7,1200,1200,1974,0,98133,47.7027,-122.347,1100,3844,0,0,0,1,12.90793,7.783224,8.254269
2270,"20150225T000000",235000,3,1.5,1300,7600,1,0,0,4,7,1300,0,1963,0,98022,47.2083,-122.005,1570,7600,0,0,1,0,12.36734,7.17012,8.935904
2271,"20150421T000000",287500,3,2,1760,7147,1,0,0,4,6,880,880,1936,0,98055,47.4799,-122.232,1720,7147,0,0,1,0,12.56898,7.473069,8.874448
2272,"20140929T000000",546800,4,1.5,1520,5910,1,0,0,3,7,1020,500,1946,0,98115,47.6904,-122.295,1710,5910,0,0,0,0,13.21184,7.326466,8.684402
2273,"20140616T000000",183000,3,1.75,1070,8100,1,0,0,4,6,1070,0,1957,0,98002,47.2853,-122.22,1260,8100,0,0,1,0,12.11724,6.975414,8.999619
2274,"20140512T000000",560000,3,2,2560,216777,1,0,0,3,8,2560,0,1986,0,98092,47.295,-122.086,2360,108463,0,0,0,0,13.23569,7.847763,12.28662
2275,"20141205T000000",299500,3,1,1280,6726,1,0,0,3,6,1280,0,1958,0,98144,47.5724,-122.301,1630,5000,0,0,0,0,12.60987,7.154615,8.813736
2276,"20141027T000000",610000,4,2.25,1660,7350,1,0,0,3,8,1660,0,1965,2014,98008,47.6263,-122.124,1790,7455,0,0,0,0,13.32121,7.414573,8.902455
2277,"20140609T000000",288350,3,1.5,1860,7963,1,0,0,3,7,1200,660,1963,0,98188,47.4513,-122.268,1800,10400,0,0,0,0,12.57193,7.528332,8.982561
2278,"20140701T000000",500000,2,1,950,4500,1,0,2,3,7,850,100,1926,0,98103,47.6562,-122.354,1670,4000,0,0,0,0,13.12236,6.856462,8.411833
2279,"20141205T000000",625000,4,2.75,2140,4000,1,0,0,3,7,1190,950,1951,0,98115,47.6792,-122.287,2140,4770,0,0,0,0,13.34551,7.668561,8.294049
2280,"20150429T000000",418000,2,1.5,1480,1349,2,0,0,3,7,1240,240,2007,0,98136,47.5439,-122.386,1550,1349,0,0,0,0,12.94324,7.299798,7.207119
2281,"20140825T000000",660000,3,3,2260,1825,2,0,0,3,8,1660,600,2002,0,98122,47.6108,-122.308,2260,1834,0,0,0,0,13.39999,7.72312,7.509335
2282,"20140623T000000",775000,4,2.5,2300,6158,2,0,0,3,9,2300,0,1999,0,98115,47.6943,-122.299,2170,6434,0,0,0,0,13.56062,7.740664,8.725508
2283,"20150123T000000",429500,3,2.75,1650,7272,1,0,0,4,7,1230,420,1972,0,98034,47.7232,-122.174,1770,7272,0,0,1,0,12.97038,7.408531,8.891787
2284,"20141124T000000",569000,3,2,1990,3000,1.5,0,0,3,7,1230,760,1908,1970,98112,47.6272,-122.29,1600,4080,0,0,0,0,13.25164,7.59589,8.006368
2285,"20140520T000000",250000,4,2,1960,7560,1,0,0,5,7,1160,800,1978,0,98031,47.4081,-122.178,1950,7560,0,0,0,1,12.42922,7.5807,8.930627
2286,"20141209T000000",225000,3,1.5,1310,10491,1,0,0,4,7,1310,0,1969,0,98042,47.3682,-122.148,1430,9664,0,0,1,0,12.32386,7.177783,9.258273
2287,"20140514T000000",530000,4,2.75,2450,15002,1,0,0,5,9,2450,0,1974,0,98166,47.4268,-122.343,2650,15055,0,0,0,1,13.18063,7.803843,9.615939
2288,"20140905T000000",306000,3,1,910,8658,1,0,0,3,7,910,0,1955,0,98155,47.7586,-122.303,1170,10200,0,0,0,0,12.63134,6.813445,9.066239
2289,"20150413T000000",517100,3,1.75,1580,9719,1,0,0,5,7,1580,0,1962,0,98056,47.5396,-122.18,1760,8539,0,0,0,1,13.15599,7.36518,9.181838
2290,"20140822T000000",354950,3,1.75,1780,9689,1,0,0,3,7,1130,650,1976,0,98072,47.7628,-122.163,1660,9786,0,0,0,0,12.77973,7.484369,9.178746
2291,"20150414T000000",348000,3,1.5,1040,1824,1,0,0,3,6,1040,0,1925,0,98115,47.6793,-122.3,1010,5100,0,0,0,0,12.75996,6.946976,7.508787
2292,"20140718T000000",522250,4,2.5,2340,41600,1,0,0,3,8,1640,700,1977,0,98077,47.7466,-122.077,2340,34960,0,0,0,0,13.1659,7.757906,10.63586
2293,"20140604T000000",275000,3,2.5,1720,8755,1,0,0,3,8,1000,720,1983,0,98023,47.3186,-122.391,1720,8690,0,0,0,0,12.52453,7.450079,9.07738
2294,"20141218T000000",390000,3,1.5,1600,10440,1,0,0,3,7,1600,0,1954,0,98125,47.7109,-122.311,1600,8816,0,0,0,0,12.8739,7.377759,9.2534
2295,"20140910T000000",260000,3,1.5,1320,9750,1,0,0,3,7,1320,0,1954,0,98148,47.4267,-122.331,1530,9750,0,0,0,0,12.46844,7.185387,9.185022
2296,"20140728T000000",585000,5,2.75,2350,4178,1.5,0,0,3,8,1520,830,1922,2015,98112,47.6388,-122.3,1920,4178,0,0,0,0,13.27937,7.762171,8.337588
2297,"20140603T000000",605000,5,2.75,2740,5616,1.5,0,0,5,7,1670,1070,1925,0,98115,47.6866,-122.317,1600,4592,0,0,0,1,13.31298,7.915713,8.633375
2298,"20140703T000000",342000,4,2.5,2300,6448,2,0,0,3,8,2300,0,2001,0,98030,47.3813,-122.204,1860,5872,0,0,0,0,12.74257,7.740664,8.771525
2299,"20140827T000000",900000,5,3,4350,37169,2,0,0,3,10,2950,1400,1972,0,98005,47.6518,-122.16,3280,41631,0,0,0,0,13.71015,8.377932,10.52323
2300,"20150330T000000",252000,3,1.75,1430,7700,1,0,0,4,7,980,450,1981,0,98031,47.3993,-122.183,1430,8625,0,0,1,0,12.43718,7.265429,8.948976
2301,"20150219T000000",357000,3,1.75,2400,14012,1,0,0,3,9,2400,0,1971,0,98003,47.3371,-122.325,2800,13988,0,0,0,0,12.78549,7.783224,9.547669
2302,"20141224T000000",370000,3,1,940,7910,1,0,0,4,6,940,0,1959,0,98008,47.6181,-122.117,1000,7700,0,0,1,0,12.82126,6.84588,8.975883
2303,"20150406T000000",322500,3,1,1020,13504,1,0,0,5,7,1020,0,1959,0,98056,47.5121,-122.17,1110,11158,0,0,0,1,12.68386,6.927558,9.510741
2304,"20140620T000000",210000,2,2,1680,5756,2,0,0,4,7,1680,0,1910,0,98002,47.3065,-122.222,1340,5447,0,0,1,0,12.25486,7.426549,8.657998
2305,"20141208T000000",290000,2,1,1340,9840,1,0,0,3,7,1340,0,1949,0,98133,47.7202,-122.339,1610,8949,0,0,0,0,12.57764,7.200425,9.194211
2306,"20140612T000000",860000,4,3.25,3960,7012,2,0,0,3,10,3960,0,2005,0,98075,47.5854,-122.08,3680,8522,0,0,0,0,13.66469,8.283999,8.855378
2307,"20150225T000000",302000,6,2,2650,4621,1.5,0,0,3,8,2650,0,1911,0,98118,47.5543,-122.275,1640,4879,0,0,0,0,12.61818,7.882315,8.438366
2308,"20140821T000000",369160,4,2.25,2120,9680,2,0,2,4,8,2120,0,1965,0,98003,47.3367,-122.332,2360,9647,0,0,1,0,12.81898,7.659172,9.177817
2309,"20150507T000000",1190000,4,2.75,2850,3000,2.5,0,0,3,9,2530,320,2003,0,98112,47.6406,-122.304,2083,4500,0,0,0,0,13.98946,7.955074,8.006368
2310,"20140902T000000",993000,4,2,2850,14810,2,0,0,5,8,2490,360,1954,0,98004,47.5892,-122.203,2430,10454,0,0,0,1,13.80849,7.955074,9.603058
2311,"20141114T000000",380000,6,2,1870,6969,1,0,0,4,7,1870,0,1968,0,98027,47.5342,-122.036,1500,6969,0,0,1,0,12.84793,7.533694,8.849227
2312,"20140910T000000",635000,4,2,2660,8160,1,0,0,4,7,1380,1280,1949,0,98177,47.7229,-122.359,1660,8160,0,0,1,0,13.36138,7.886081,9.006999
2313,"20141030T000000",260000,3,1,1190,11120,1,0,0,3,6,1190,0,1947,0,98024,47.5687,-121.898,1230,12720,0,0,0,0,12.46844,7.081708,9.316501
2314,"20140520T000000",243000,2,1,1770,5522,1.5,0,0,4,7,960,810,1943,0,98178,47.4974,-122.231,1830,7378,0,0,1,0,12.40082,7.478735,8.616495
2315,"20150402T000000",1400000,4,2.5,2770,8879,2,0,0,3,9,2770,0,2001,0,98004,47.5831,-122.193,2770,8882,0,0,0,0,14.15198,7.926602,9.091444
2316,"20140915T000000",665000,4,2.5,2080,8100,1,0,2,5,8,1220,860,1952,0,98177,47.7228,-122.369,2090,8100,0,0,0,1,13.40754,7.640123,8.999619
2317,"20140909T000000",898000,5,2.25,2700,9000,2,0,0,5,9,2700,0,1987,0,98007,47.6599,-122.146,2630,9000,0,0,0,1,13.70793,7.901007,9.10498
2318,"20140725T000000",583000,4,2.75,2200,9453,1,0,0,5,8,1100,1100,1955,0,98144,47.5744,-122.305,1390,5355,0,0,0,1,13.27594,7.696213,9.154087
2319,"20141204T000000",429000,4,1.75,2160,7700,2,0,0,2,8,2160,0,1977,0,98033,47.6976,-122.169,2080,7700,0,1,0,0,12.96921,7.677864,8.948976
2320,"20141216T000000",471000,3,2.5,2010,4059,2,0,0,3,8,2010,0,1998,0,98034,47.7317,-122.197,2010,5779,0,0,0,0,13.06261,7.60589,8.308692
2321,"20150312T000000",1810000,3,3.5,3780,8295,2,0,0,3,9,2430,1350,1951,0,98112,47.6394,-122.29,3780,9127,0,0,0,0,14.40884,8.237479,9.023408
2322,"20141015T000000",739500,3,3.25,4460,51177,2,0,0,3,9,4460,0,2005,0,98042,47.3648,-122.143,2670,38925,0,0,0,0,13.51373,8.402905,10.84305
2323,"20140512T000000",450000,3,1.5,1770,17208,1,0,0,3,8,1160,610,1959,0,98006,47.5659,-122.117,2450,17118,0,0,0,0,13.017,7.478735,9.75313
2324,"20150408T000000",552500,3,1,1430,5000,1,0,0,3,7,1430,0,1949,0,98117,47.6895,-122.37,1210,5000,0,0,0,0,13.22221,7.265429,8.517193
2325,"20150217T000000",437000,4,1.75,1700,10642,1,0,0,4,7,850,850,1954,0,98006,47.5674,-122.142,1610,11200,0,0,1,0,12.98769,7.438384,9.272564
2326,"20150109T000000",270000,4,2,1830,5220,1.5,0,0,3,7,1830,0,1951,0,98118,47.5331,-122.278,1760,5757,0,0,0,0,12.50618,7.512071,8.560253
2327,"20140716T000000",226740,3,1.5,1410,8800,1,0,0,4,7,1410,0,1965,0,98092,47.2927,-122.183,2180,10108,0,0,1,0,12.33156,7.251345,9.082507
2328,"20150218T000000",446500,4,2.5,3060,7920,1,0,0,3,8,1810,1250,1974,0,98028,47.7675,-122.261,2690,7767,0,0,0,0,13.00919,8.02617,8.977146
2329,"20141125T000000",283000,3,2,1820,15068,2,0,2,3,7,1520,300,1920,2014,98022,47.2103,-121.999,1490,9589,0,0,0,0,12.5532,7.506592,9.620329
2330,"20140715T000000",445000,4,1.75,2430,13211,1.5,0,0,4,7,2430,0,1909,1978,98024,47.5245,-121.926,1330,10500,0,0,1,0,13.00583,7.795647,9.488805
2331,"20140816T000000",250000,2,1,740,6840,1,0,0,5,6,740,0,1942,0,98126,47.5172,-122.375,740,6840,0,0,0,1,12.42922,6.60665,8.830543
2332,"20150309T000000",307000,3,1,770,6552,1,0,0,3,6,670,100,1942,0,98146,47.5133,-122.372,920,7200,0,0,0,0,12.6346,6.64639,8.787525
2333,"20140721T000000",315000,4,2.75,2200,8580,1,0,0,3,8,1860,340,1991,0,98023,47.295,-122.37,2290,7816,0,0,0,0,12.66033,7.696213,9.057189
2334,"20150106T000000",555000,3,3,2920,23085,1.5,0,2,3,7,1540,1380,1908,0,98136,47.5159,-122.395,2270,18180,0,0,0,0,13.22672,7.979339,10.04694
2335,"20150424T000000",264900,4,2.5,2040,7000,1,0,0,3,7,1250,790,1979,0,98031,47.4056,-122.176,1900,7378,0,0,0,0,12.48711,7.620705,8.853665
2336,"20140922T000000",510000,3,2,1600,4510,1,0,0,3,7,990,610,1978,0,98103,47.6939,-122.34,1580,4561,0,0,0,0,13.14217,7.377759,8.414052
2337,"20140814T000000",328000,4,2.5,1990,3980,2,0,0,3,7,1990,0,2002,0,98058,47.4445,-122.17,1990,4373,0,0,0,0,12.70077,7.59589,8.289037
2338,"20150504T000000",358000,4,2.5,1830,7308,2,0,0,3,7,1830,0,2002,0,98038,47.3565,-122.015,1830,5692,0,0,0,0,12.78829,7.512071,8.896725
2339,"20150421T000000",325000,3,2.5,2540,4260,2,0,0,3,7,2540,0,2005,0,98042,47.3989,-122.164,2190,4260,0,0,0,0,12.69158,7.83992,8.357024
2340,"20140714T000000",1370000,2,3.25,2700,3444,3,1,3,3,9,2700,0,1990,0,98075,47.5684,-122.06,2710,3444,0,0,0,0,14.13032,7.901007,8.144389
2341,"20150305T000000",230000,4,2,1440,10800,1,0,0,4,7,1440,0,1967,0,98001,47.3417,-122.283,1190,7380,0,0,1,0,12.34583,7.272398,9.287301
2342,"20150423T000000",545000,3,2,1550,4000,1,0,0,3,7,940,610,1955,0,98199,47.6379,-122.387,1880,4000,0,0,0,0,13.20854,7.34601,8.294049
2343,"20140505T000000",705380,3,2.5,2490,4343,2,0,0,3,9,2490,0,2003,0,98029,47.5493,-121.993,2130,4106,0,0,0,0,13.46649,7.820038,8.376321
2344,"20140820T000000",459000,5,2.5,2650,12987,1,0,0,4,7,1350,1300,1979,0,98028,47.7482,-122.244,2160,12726,0,0,1,0,13.03681,7.882315,9.471704
2345,"20140528T000000",815000,4,2.25,2000,3800,2,0,0,3,8,2000,0,2001,0,98115,47.6852,-122.311,1610,3800,0,0,0,0,13.61094,7.600903,8.242756
2346,"20140611T000000",495000,6,5,3440,4500,2,0,0,3,8,3280,160,2007,0,98055,47.4871,-122.219,1400,5500,0,0,0,0,13.11231,8.143227,8.411833
2347,"20141110T000000",520000,3,2.5,2280,58712,2.5,0,3,3,9,2280,0,1987,0,98010,47.3053,-122,2240,24332,0,0,0,0,13.16158,7.731931,10.9804
2348,"20141217T000000",430000,2,1.5,1320,1194,3,0,0,3,7,1320,0,2001,0,98107,47.6704,-122.39,1320,1250,0,0,0,0,12.97154,7.185387,7.085064
2349,"20140515T000000",255000,4,2.5,2070,7800,2,0,0,3,8,2070,0,1989,0,98003,47.3487,-122.315,1950,7815,0,0,0,0,12.44902,7.635304,8.961879
2350,"20140707T000000",588000,3,2,1860,4777,2,0,0,5,7,1860,0,1908,0,98115,47.6892,-122.311,1580,3822,0,0,0,1,13.28448,7.528332,8.471568
2351,"20141110T000000",350000,3,1,940,7811,1,0,0,3,6,940,0,1959,0,98008,47.6195,-122.118,1180,7490,0,0,0,0,12.76569,6.84588,8.963288
2352,"20150313T000000",625000,4,2.75,2290,21486,1,0,2,5,7,2290,0,1963,0,98006,47.5515,-122.189,2540,15936,0,0,0,1,13.34551,7.736307,9.975157
2353,"20150424T000000",172500,2,2,1510,20685,1,0,0,2,6,1250,260,1958,0,98059,47.481,-122.116,1490,29527,0,1,0,0,12.05815,7.319865,9.937164
2354,"20140825T000000",554000,3,2,1830,3500,1.5,0,0,5,7,1290,540,1909,0,98116,47.573,-122.383,1530,4000,0,0,0,1,13.22492,7.512071,8.160519
2355,"20140728T000000",775000,4,2.5,3090,7112,2,0,0,3,9,3090,0,2001,0,98052,47.705,-122.118,3050,6000,0,0,0,0,13.56062,8.035927,8.869538
2356,"20141107T000000",1190000,4,3.5,4340,217800,2,0,0,3,11,4340,0,2003,0,98053,47.6471,-122.013,3430,219106,0,0,0,0,13.98946,8.375629,12.29133
2357,"20141028T000000",618000,3,2.75,3200,12682,2,0,1,3,9,3200,0,1977,0,98028,47.7443,-122.26,2880,10432,0,0,0,0,13.33424,8.070906,9.447939
